Country,City,Region,Subregion,Customer,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Year,Month,Day
Australia,Sydney,APJ,ANZ,Carrefour,Retail,Strategic,Support,5.184,1.0,0.2,1.8144,2022,2,16
Belgium,Antwerp,EMEA,EU-WEST,Chevron,Energy,SMB,ContactMatcher,31.32,10.0,0.7,-25.056,2022,12,23
Belgium,Antwerp,EMEA,EU-WEST,Chevron,Energy,SMB,SaaS Connector Pack,11.84,4.0,0.2,3.108,2022,12,23
Belgium,Antwerp,EMEA,EU-WEST,Chevron,Energy,SMB,SaaS Connector Pack,22.784,1.0,0.2,4.8416,2022,12,23
Sweden,Stockholm,EMEA,NOR,Abbott Laboratories,Healthcare,Enterprise,Site Analytics,1127.976,3.0,0.2,126.8973,2022,2,8
Finland,Vantaa,EMEA,NOR,Volkswagen,Manufacturing,Strategic,Support,38.88,6.0,0.0,18.6624,2021,7,13
Mexico,Tijuana,AMER,LATAM,Johnson & Johnson,Healthcare,SMB,Site Analytics,779.796,2.0,0.4,-168.9558,2020,5,18
Singapore,Singapore,APJ,APAC,Ford Motor,Manufacturing,Enterprise,Site Analytics,1439.92,8.0,0.0,374.3792,2023,10,22
Singapore,Singapore,APJ,APAC,Ford Motor,Manufacturing,Enterprise,ContactMatcher,262.11,1.0,0.0,62.9064,2023,10,22
Sweden,Gothenburg,EMEA,NOR,Walgreens,Retail,Strategic,FinanceHub,207.0,3.0,0.2,25.875,2021,11,5
Japan,Chiba,APJ,JAPN,Caterpillar,Manufacturing,Strategic,Big Ol Database,1439.982,3.0,0.4,-263.9967,2023,8,2
Japan,Chiba,APJ,JAPN,Caterpillar,Manufacturing,Strategic,Support,36.288,7.0,0.2,12.7008,2023,8,2
Saudi Arabia,Jeddah,EMEA,MEA,News Corp.,Misc,SMB,ChatBot Plugin,21.4,5.0,0.0,6.206,2020,6,21
Finland,Helsinki,EMEA,NOR,Trafigura Group,Finance,Strategic,OneView,1245.86,7.0,0.0,361.2994,2023,2,20
Sweden,Stockholm,EMEA,NOR,Comcast,Communications,Strategic,FinanceHub,17.544,3.0,0.2,5.9211,2020,8,1
Sweden,Stockholm,EMEA,NOR,Comcast,Communications,Strategic,SaaS Connector Pack,44.128,4.0,0.2,12.1352,2020,8,1
Sweden,Stockholm,EMEA,NOR,Comcast,Communications,Strategic,OneView,62.92,1.0,0.2,10.2245,2020,8,1
Sweden,Stockholm,EMEA,NOR,Comcast,Communications,Strategic,Support,78.304,2.0,0.2,29.364,2020,8,1
Ireland,Dublin,EMEA,UKIR,ConocoPhillips,Energy,Strategic,FinanceHub,140.81,1.0,0.0,39.4268,2022,7,19
Japan,Osaka,APJ,JAPN,United Parcel Service,Transportation,Strategic,FinanceHub,40.096,4.0,0.2,13.5324,2021,2,9
Japan,Osaka,APJ,JAPN,United Parcel Service,Transportation,Strategic,SaaS Connector Pack,40.784,2.0,0.6,-30.588,2021,2,9
Canada,Toronto,AMER,NAMER,Amazon,Tech,SMB,Data Smasher,90.57,3.0,0.0,11.7741,2023,7,30
Austria,Vienna,EMEA,EU-WEST,Kroger,Retail,Enterprise,Support,40.08,6.0,0.0,19.2384,2023,1,13
Austria,Vienna,EMEA,EU-WEST,Kroger,Retail,Enterprise,SaaS Connector Pack,37.68,2.0,0.0,15.8256,2023,1,13
United States,New York City,AMER,NAMER,CVS Health,Retail,Strategic,FinanceHub,362.352,3.0,0.2,27.1764,2023,9,11
United States,New York City,AMER,NAMER,CVS Health,Retail,Strategic,ContactMatcher,7.184,2.0,0.2,2.245,2023,9,11
India,Delhi,APJ,IND,American Express,Finance,SMB,Marketing Suite - Gold,34.76,1.0,0.0,9.7328,2021,7,20
India,Delhi,APJ,IND,American Express,Finance,SMB,Data Smasher,831.2,5.0,0.0,124.68,2021,7,20
India,Delhi,APJ,IND,American Express,Finance,SMB,Support,26.4,5.0,0.0,11.88,2021,7,20
India,Delhi,APJ,IND,American Express,Finance,SMB,SaaS Connector Pack - Gold,106.75,7.0,0.0,49.105,2021,7,20
India,Delhi,APJ,IND,American Express,Finance,SMB,Support,97.82,2.0,0.0,45.9754,2021,7,20
India,Delhi,APJ,IND,American Express,Finance,SMB,Marketing Suite - Gold,141.4,5.0,0.0,38.178,2021,7,20
United States,New York City,AMER,NAMER,American Express,Finance,Strategic,ChatBot Plugin,14.52,3.0,0.0,4.7916,2020,6,13
Japan,Tokyo,APJ,JAPN,Sprint Nextel,Communications,Strategic,Marketing Suite - Gold,127.92,5.0,0.2,-15.99,2023,5,13
Japan,Tokyo,APJ,JAPN,Sprint Nextel,Communications,Strategic,ContactMatcher,34.24,4.0,0.8,-53.072,2023,5,13
Saudi Arabia,Riyadh,EMEA,MEA,Royal Dutch Shell,Energy,Strategic,OneView,137.62,2.0,0.0,60.5528,2021,9,3
Saudi Arabia,Riyadh,EMEA,MEA,Royal Dutch Shell,Energy,Strategic,Site Analytics,100.49,1.0,0.0,25.1225,2021,9,3
United Kingdom,London,EMEA,UKIR,Honda Motor,Manufacturing,SMB,Marketing Suite,257.568,2.0,0.2,-28.9764,2023,3,27
United Kingdom,London,EMEA,UKIR,Honda Motor,Manufacturing,SMB,Site Analytics,119.96,4.0,0.0,33.5888,2023,3,27
Japan,Osaka,APJ,JAPN,J.P. Morgan Chase & Co.,Finance,SMB,Marketing Suite - Gold,49.632,4.0,0.2,4.9632,2020,11,12
Russia,Moscow,EMEA,EU-EAST,Berkshire Hathaway,Finance,Strategic,ContactMatcher,727.45,5.0,0.5,-465.568,2022,10,14
Russia,Moscow,EMEA,EU-EAST,Berkshire Hathaway,Finance,Strategic,SaaS Connector Pack,24.96,3.0,0.2,4.368,2022,10,14
Mexico,Monterrey,AMER,LATAM,HonHai Precision Industry,Tech,Strategic,Site Analytics,370.782,3.0,0.4,-92.6955,2023,11,13
Israel,Jerusalem,EMEA,EU-EAST,Kroger,Retail,Strategic,SaaS Connector Pack,196.45,5.0,0.0,70.722,2023,4,16
France,Paris,EMEA,EU-WEST,Abbott Laboratories,Healthcare,Enterprise,Support,31.104,6.0,0.2,10.8864,2021,6,25
France,Paris,EMEA,EU-WEST,Abbott Laboratories,Healthcare,Enterprise,Marketing Suite - Gold,78.256,2.0,0.2,-17.6076,2021,6,25
Canada,Toronto,AMER,NAMER,Aetna,Healthcare,SMB,Support,6.48,1.0,0.0,3.1104,2022,8,27
United States,Los Angeles,AMER,NAMER,Johnson & Johnson,Healthcare,Strategic,ChatBot Plugin,99.2,5.0,0.0,25.792,2020,7,21
United States,Los Angeles,AMER,NAMER,Johnson & Johnson,Healthcare,Strategic,FinanceHub,801.568,2.0,0.2,50.098,2020,7,21
United States,Los Angeles,AMER,NAMER,Johnson & Johnson,Healthcare,Strategic,ContactMatcher,272.848,1.0,0.2,27.2848,2020,7,21
Canada,Montreal,AMER,NAMER,Walt Disney,Communications,SMB,ContactMatcher,70.98,1.0,0.0,20.5842,2023,11,22
Mexico,Mexico City,AMER,LATAM,HonHai Precision Industry,Tech,Enterprise,Support,16.224,2.0,0.2,5.8812,2020,6,4
United Kingdom,Leeds,EMEA,UKIR,UnitedHealth Group,Healthcare,SMB,Marketing Suite,176.784,1.0,0.2,-22.098,2022,3,11
Japan,Osaka,APJ,JAPN,Mitsubishi,Manufacturing,SMB,Site Analytics,470.376,3.0,0.2,47.0376,2023,3,26
United States,New York City,AMER,NAMER,Kroger,Retail,SMB,FinanceHub,393.568,4.0,0.2,-44.2764,2023,12,30
United States,New York City,AMER,NAMER,Kroger,Retail,SMB,Site Analytics,302.376,3.0,0.2,22.6782,2023,12,30
Germany,Berlin,EMEA,EU-WEST,HSBC Holdings,Finance,Strategic,ContactMatcher,68.742,9.0,0.7,-48.1194,2023,3,29
United Kingdom,London,EMEA,UKIR,Bosch,Tech,SMB,SaaS Connector Pack - Gold,29.34,3.0,0.0,14.67,2021,3,5
United Kingdom,London,EMEA,UKIR,Bosch,Tech,SMB,FinanceHub,383.607,7.0,0.1,63.9345,2021,3,5
United Kingdom,London,EMEA,UKIR,Bosch,Tech,SMB,Marketing Suite - Gold,563.4,4.0,0.0,67.608,2021,3,5
France,Paris,EMEA,EU-WEST,Merck,Healthcare,Enterprise,Support,217.056,7.0,0.2,78.6828,2022,11,14
Japan,Kyoto,APJ,JAPN,Prudential Financial,Finance,SMB,FinanceHub,6.0,2.0,0.2,2.1,2023,1,20
United States,Los Angeles,AMER,NAMER,Daimler,Transportation,SMB,SaaS Connector Pack,31.56,3.0,0.0,10.4148,2022,4,23
Germany,Hanover,EMEA,EU-WEST,Lukoil,Energy,Enterprise,Storage,7.104,2.0,0.2,2.3976,2020,5,13
Germany,Hanover,EMEA,EU-WEST,Lukoil,Energy,Enterprise,ContactMatcher,398.352,8.0,0.7,-331.96,2020,5,13
Mexico,Puerto Vallarta,AMER,LATAM,Intel,Tech,SMB,OneView,121.792,4.0,0.2,13.7016,2020,10,21
Mexico,Puerto Vallarta,AMER,LATAM,Intel,Tech,SMB,ContactMatcher,409.59,3.0,0.4,-122.877,2020,10,21
United States,Henderson,AMER,NAMER,AT&T,Communications,Strategic,Support,10.56,2.0,0.0,4.752,2020,3,14
United States,Henderson,AMER,NAMER,AT&T,Communications,Strategic,ChatBot Plugin,3.38,1.0,0.0,1.2506,2020,3,14
Germany,Munich,EMEA,EU-WEST,UnitedHealth Group,Healthcare,SMB,SaaS Connector Pack - Gold,7.824,1.0,0.2,2.934,2023,12,23
Belgium,Antwerp,EMEA,EU-WEST,News Corp.,Misc,SMB,Support,24.784,1.0,0.2,7.745,2022,11,25
Spain,Valencia,EMEA,EU-WEST,Morgan Stanley,Finance,SMB,ChatBot Plugin,34.65,3.0,0.0,10.395,2023,12,3
Netherlands,The Hague,EMEA,EU-WEST,ConocoPhillips,Energy,SMB,ContactMatcher,487.984,2.0,0.2,152.495,2021,12,31
Luxembourg,Luxembourg,EMEA,EU-WEST,Allstate,Finance,SMB,ContactMatcher,1793.98,2.0,0.0,843.1706,2023,10,4
Germany,Hamburg,EMEA,EU-WEST,Carrefour,Retail,SMB,SaaS Connector Pack - Gold,29.808,2.0,0.2,10.8054,2020,8,29
Germany,Hamburg,EMEA,EU-WEST,Carrefour,Retail,SMB,ContactMatcher,505.176,4.0,0.7,-336.784,2020,8,29
Germany,Hamburg,EMEA,EU-WEST,Carrefour,Retail,SMB,ContactMatcher,174.0585,3.0,0.45,-110.7645,2020,8,29
Colombia,Bogotá,AMER,LATAM,Walt Disney,Communications,SMB,Marketing Suite - Gold,191.88,6.0,0.0,19.188,2022,6,30
Brazil,São Paulo,AMER,LATAM,Airbus,Manufacturing,Enterprise,Site Analytics,14.78,2.0,0.0,3.9906,2022,8,21
Belgium,Brussels,EMEA,EU-WEST,Procter & Gamble,Consumer Products,Strategic,Support,5.184,1.0,0.2,1.8144,2023,10,22
Belgium,Brussels,EMEA,EU-WEST,Procter & Gamble,Consumer Products,Strategic,FinanceHub,478.48,2.0,0.2,47.848,2023,10,22
Belgium,Brussels,EMEA,EU-WEST,Procter & Gamble,Consumer Products,Strategic,Data Smasher,28.4,2.0,0.2,6.745,2023,10,22
India,Delhi,APJ,IND,AmerisourceBergen,Healthcare,Strategic,Marketing Suite - Gold,909.12,8.0,0.0,9.0912,2023,10,22
Germany,Cologne,EMEA,EU-WEST,Sony,Tech,Strategic,ContactMatcher,2.952,2.0,0.7,-2.1648,2022,5,18
Germany,Cologne,EMEA,EU-WEST,Sony,Tech,Strategic,ContactMatcher,27.018,6.0,0.7,-21.6144,2022,5,18
United States,New York City,AMER,NAMER,Abbott Laboratories,Healthcare,Strategic,SaaS Connector Pack,136.92,4.0,0.0,41.076,2021,2,3
United Kingdom,Leeds,EMEA,UKIR,Johnson & Johnson,Healthcare,SMB,SaaS Connector Pack,18.96,2.0,0.0,8.532,2023,12,19
United States,New York City,AMER,NAMER,Tyson Foods,Consumer Products,Strategic,Data Smasher,99.39,3.0,0.0,40.7499,2022,11,16
Japan,Tokyo,APJ,JAPN,CVS Health,Retail,Strategic,Support,273.896,7.0,0.2,92.4399,2023,7,4
Japan,Tokyo,APJ,JAPN,CVS Health,Retail,Strategic,Big Ol Database,597.132,3.0,0.4,49.761,2023,7,4
Finland,Helsinki,EMEA,NOR,Aviva,Finance,SMB,Data Smasher,149.95,5.0,0.0,65.978,2020,1,16
Germany,Dresden,EMEA,EU-WEST,Caterpillar,Manufacturing,Enterprise,FinanceHub,4.608,2.0,0.2,1.6704,2023,5,1
Germany,Dresden,EMEA,EU-WEST,Caterpillar,Manufacturing,Enterprise,ChatBot Plugin,15.528,3.0,0.2,4.8525,2023,5,1
Germany,Dresden,EMEA,EU-WEST,Caterpillar,Manufacturing,Enterprise,FinanceHub,11.952,3.0,0.2,3.8844,2023,5,1
South Korea,Seoul,APJ,APAC,American Express,Finance,SMB,ChatBot Plugin,11.65,5.0,0.0,3.3785,2021,11,8
Brazil,São Paulo,AMER,LATAM,Abbott Laboratories,Healthcare,Enterprise,Site Analytics,299.9,2.0,0.0,74.975,2021,10,30
United Kingdom,Bristol,EMEA,UKIR,Allianz,Finance,Strategic,ContactMatcher,895.92,5.0,0.2,302.373,2023,8,18
United Kingdom,Bristol,EMEA,UKIR,Allianz,Finance,Strategic,FinanceHub,462.564,2.0,0.1,97.6524,2023,8,18
France,Lyon,EMEA,EU-WEST,Allstate,Finance,Strategic,Marketing Suite - Gold,15.008,2.0,0.2,1.5008,2021,10,3
Japan,Hyogo,APJ,JAPN,Marathon Petroleum,Energy,Strategic,Site Analytics,863.64,9.0,0.2,107.955,2022,7,9
Japan,Hyogo,APJ,JAPN,Marathon Petroleum,Energy,Strategic,ChatBot Plugin,47.616,3.0,0.2,3.5712,2022,7,9
United States,Seattle,AMER,NAMER,Caterpillar,Manufacturing,SMB,Support,92.94,3.0,0.0,41.823,2023,12,6
United States,Los Angeles,AMER,NAMER,Sysco,Consumer Products,Strategic,Data Smasher,199.98,2.0,0.0,69.993,2023,3,10
United States,New York City,AMER,NAMER,Intel,Tech,SMB,Site Analytics,177.48,3.0,0.2,19.9665,2022,6,10
Russia,Moscow,EMEA,EU-EAST,Engie,Energy,SMB,Support,88.768,2.0,0.2,31.0688,2023,11,29
Canada,Toronto,AMER,NAMER,BMW,Manufacturing,Enterprise,Support,6.48,1.0,0.0,3.1104,2023,3,17
Canada,Toronto,AMER,NAMER,BMW,Manufacturing,Enterprise,Marketing Suite - Gold,46.51,1.0,0.0,1.8604,2023,3,17
Canada,Toronto,AMER,NAMER,BMW,Manufacturing,Enterprise,Site Analytics,659.976,3.0,0.2,49.4982,2023,3,17
Chile,Puente Alto,AMER,LATAM,Goldman Sachs Group,Finance,SMB,Site Analytics,271.992,1.0,0.2,23.7993,2022,11,28
Czech Republic,Brno,EMEA,EU-EAST,Wells Fargo,Finance,SMB,Marketing Suite,145.74,3.0,0.0,23.3184,2023,8,7
Czech Republic,Brno,EMEA,EU-EAST,Wells Fargo,Finance,SMB,SaaS Connector Pack,15.4,5.0,0.0,7.392,2023,8,7
United States,Los Angeles,AMER,NAMER,Sysco,Consumer Products,Strategic,Support,244.55,5.0,0.0,114.9385,2023,11,28
United States,Los Angeles,AMER,NAMER,Sysco,Consumer Products,Strategic,Data Smasher,166.16,8.0,0.0,59.8176,2023,11,28
United States,Los Angeles,AMER,NAMER,Ford Motor,Manufacturing,Enterprise,SaaS Connector Pack,14.73,3.0,0.0,4.8609,2021,5,25
Russia,St Petersburg,EMEA,EU-EAST,AmerisourceBergen,Healthcare,SMB,ContactMatcher,19.968,2.0,0.7,-13.312,2022,7,9
Russia,St Petersburg,EMEA,EU-EAST,AmerisourceBergen,Healthcare,SMB,Marketing Suite - Gold,33.488,7.0,0.2,-1.2558,2022,7,9
Russia,St Petersburg,EMEA,EU-EAST,AmerisourceBergen,Healthcare,SMB,ContactMatcher,8.736,4.0,0.7,-6.1152,2022,7,9
Russia,St Petersburg,EMEA,EU-EAST,AmerisourceBergen,Healthcare,SMB,FinanceHub,662.88,3.0,0.2,74.574,2022,7,9
Australia,Wollongong,APJ,ANZ,BMW,Manufacturing,Strategic,FinanceHub,47.36,4.0,0.2,17.76,2023,8,30
Australia,Wollongong,APJ,ANZ,BMW,Manufacturing,Strategic,Marketing Suite - Gold,27.44,2.0,0.2,2.401,2023,8,30
Australia,Wollongong,APJ,ANZ,BMW,Manufacturing,Strategic,ContactMatcher,3.24,9.0,0.8,-5.184,2023,8,30
Japan,Kyoto,APJ,JAPN,Carrefour,Retail,Strategic,Data Smasher,95.968,4.0,0.2,26.3912,2022,6,21
Japan,Kyoto,APJ,JAPN,Carrefour,Retail,Strategic,Support,10.368,2.0,0.2,3.6288,2022,6,21
United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Strategic,ChatBot Plugin,23.1,2.0,0.0,6.468,2023,9,3
United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Strategic,SaaS Connector Pack,11.54,2.0,0.0,3.462,2023,9,3
United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Strategic,ContactMatcher,254.526,1.0,0.4,-93.3262,2023,9,3
United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Strategic,OneView,12.98,1.0,0.0,3.7642,2023,9,3
United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Strategic,ContactMatcher,26.432,8.0,0.2,8.9208,2023,9,3
United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Strategic,Site Analytics,197.97,3.0,0.0,57.4113,2023,9,3
United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Strategic,FinanceHub,18.9,6.0,0.0,9.072,2023,9,3
United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Strategic,FinanceHub,1282.41,5.0,0.1,213.735,2023,9,3
United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Strategic,ChatBot Plugin,4.92,3.0,0.0,2.214,2023,9,3
United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Strategic,Data Smasher,238.0,2.0,0.0,38.08,2023,9,3
United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Strategic,Data Smasher,167.97,3.0,0.0,40.3128,2023,9,3
United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Strategic,Support,17.12,4.0,0.0,7.704,2023,9,3
Poland,Warsaw,EMEA,EU-WEST,Aviva,Finance,SMB,ContactMatcher,16.2,3.0,0.0,7.776,2023,9,11
Poland,Warsaw,EMEA,EU-WEST,Aviva,Finance,SMB,OneView,33.99,3.0,0.0,14.6157,2023,9,11
Poland,Warsaw,EMEA,EU-WEST,Aviva,Finance,SMB,Data Smasher,296.85,5.0,0.0,53.433,2023,9,11
Poland,Warsaw,EMEA,EU-WEST,Aviva,Finance,SMB,Data Smasher,112.8,6.0,0.0,6.768,2023,9,11
Poland,Warsaw,EMEA,EU-WEST,Aviva,Finance,SMB,ContactMatcher,13.71,3.0,0.0,6.5808,2023,9,11
Poland,Warsaw,EMEA,EU-WEST,Aviva,Finance,SMB,Support,24.9,5.0,0.0,11.703,2023,9,11
Poland,Warsaw,EMEA,EU-WEST,Aviva,Finance,SMB,Marketing Suite - Gold,286.29,3.0,0.0,17.1774,2023,9,11
Poland,Warsaw,EMEA,EU-WEST,Aviva,Finance,SMB,OneView,24.18,2.0,0.0,7.254,2023,9,11
Argentina,Mendoza,AMER,LATAM,Coca-Cola,Consumer Products,SMB,Site Analytics,281.97,3.0,0.0,78.9516,2023,12,22
Argentina,Mendoza,AMER,LATAM,Coca-Cola,Consumer Products,SMB,Support,69.5,5.0,0.0,20.155,2023,12,22
Argentina,Mendoza,AMER,LATAM,Coca-Cola,Consumer Products,SMB,Support,166.44,3.0,0.0,79.8912,2023,12,22
Singapore,Singapore,APJ,APAC,Cigna,Healthcare,SMB,Data Smasher,291.96,4.0,0.0,102.186,2023,9,24
Australia,Sydney,APJ,ANZ,Enel,Energy,Enterprise,ChatBot Plugin,6.408,3.0,0.2,0.6408,2023,5,7
Australia,Sydney,APJ,ANZ,Enel,Energy,Enterprise,Data Smasher,408.744,7.0,0.2,76.6395,2023,5,7
Australia,Sydney,APJ,ANZ,Walmart,Retail,SMB,ContactMatcher,5.104,4.0,0.8,-8.6768,2020,12,14
Australia,Sydney,APJ,ANZ,Walmart,Retail,SMB,Storage,2.896,2.0,0.2,0.4706,2020,12,14
Australia,Sydney,APJ,ANZ,Walmart,Retail,SMB,Data Smasher,35.016,3.0,0.2,-2.1885,2020,12,14
Portugal,Porto,EMEA,EU-WEST,Trafigura Group,Finance,Strategic,Marketing Suite - Gold,275.97,3.0,0.0,11.0388,2020,10,18
Portugal,Porto,EMEA,EU-WEST,Trafigura Group,Finance,Strategic,Site Analytics,1394.95,5.0,0.0,362.687,2020,10,18
Portugal,Porto,EMEA,EU-WEST,Trafigura Group,Finance,Strategic,FinanceHub,545.88,6.0,0.0,70.9644,2020,10,18
Belgium,Brussels,EMEA,EU-WEST,Comcast,Communications,SMB,ChatBot Plugin,5.248,2.0,0.2,0.5904,2021,5,8
Chile,Santiago,AMER,LATAM,Toyota Motor,Manufacturing,SMB,FinanceHub,933.536,4.0,0.2,105.0228,2022,4,15
Chile,Santiago,AMER,LATAM,Toyota Motor,Manufacturing,SMB,Marketing Suite - Gold,42.976,4.0,0.2,4.2976,2022,4,15
Finland,Helsinki,EMEA,NOR,Goldman Sachs Group,Finance,Strategic,ContactMatcher,3.76,2.0,0.0,1.8048,2021,12,14
Singapore,Singapore,APJ,APAC,Volkswagen,Manufacturing,SMB,Site Analytics,479.96,4.0,0.0,134.3888,2020,12,3
United States,Detroit,AMER,NAMER,Safeway,Retail,Strategic,OneView,320.88,6.0,0.0,93.0552,2020,11,25
United States,Detroit,AMER,NAMER,Safeway,Retail,Strategic,SaaS Connector Pack,23.88,3.0,0.0,10.5072,2020,11,25
United States,Detroit,AMER,NAMER,Safeway,Retail,Strategic,Support,26.76,4.0,0.0,12.3096,2020,11,25
Mexico,Mexico City,AMER,LATAM,Daimler,Transportation,SMB,Alchemy,1439.976,4.0,0.4,191.9968,2022,7,26
Poland,Warsaw,EMEA,EU-WEST,Morgan Stanley,Finance,SMB,ContactMatcher,17.22,3.0,0.0,7.9212,2021,11,9
Poland,Warsaw,EMEA,EU-WEST,Morgan Stanley,Finance,SMB,ContactMatcher,1024.38,7.0,0.0,215.1198,2021,11,9
Poland,Warsaw,EMEA,EU-WEST,Morgan Stanley,Finance,SMB,SaaS Connector Pack - Gold,26.22,3.0,0.0,12.3234,2021,11,9
Poland,Warsaw,EMEA,EU-WEST,Morgan Stanley,Finance,SMB,Support,17.34,3.0,0.0,8.4966,2021,11,9
France,Paris,EMEA,EU-WEST,Daimler,Transportation,SMB,ContactMatcher,4.956,4.0,0.7,-3.7996,2023,2,25
Belgium,Brussels,EMEA,EU-WEST,Enel,Energy,Enterprise,FinanceHub,71.04,6.0,0.2,26.64,2023,6,26
Belgium,Brussels,EMEA,EU-WEST,Enel,Energy,Enterprise,ChatBot Plugin,5.344,2.0,0.2,0.7348,2023,6,26
Belgium,Brussels,EMEA,EU-WEST,Enel,Energy,Enterprise,Storage,11.304,3.0,0.2,-2.1195,2023,6,26
Japan,Tokyo,APJ,JAPN,Coca-Cola,Consumer Products,SMB,OneView,294.62,5.0,0.8,-766.012,2023,12,3
Japan,Tokyo,APJ,JAPN,Coca-Cola,Consumer Products,SMB,SaaS Connector Pack,8.752,4.0,0.6,-3.7196,2023,12,3
Spain,Valencia,EMEA,EU-WEST,Volkswagen,Manufacturing,Strategic,FinanceHub,15.0,4.0,0.0,7.2,2020,2,7
Spain,Valencia,EMEA,EU-WEST,Volkswagen,Manufacturing,Strategic,Site Analytics,161.61,1.0,0.0,42.0186,2020,2,7
Spain,Valencia,EMEA,EU-WEST,Volkswagen,Manufacturing,Strategic,Site Analytics,144.95,5.0,0.0,42.0355,2020,2,7
United States,Newark,AMER,NAMER,Allianz,Finance,SMB,Data Smasher,199.95,5.0,0.0,21.9945,2023,4,12
United States,Newark,AMER,NAMER,Allianz,Finance,SMB,ChatBot Plugin,41.86,7.0,0.0,14.2324,2023,4,12
Ireland,Dublin,EMEA,UKIR,Enel,Energy,SMB,Marketing Suite - Gold,95.94,3.0,0.0,9.594,2023,12,26
Ireland,Dublin,EMEA,UKIR,Enel,Energy,SMB,FinanceHub,304.45,5.0,0.0,76.1125,2023,12,26
Japan,Osaka,APJ,JAPN,Valero Energy,Energy,Enterprise,ContactMatcher,11.364,3.0,0.8,-17.046,2023,4,12
Poland,Warsaw,EMEA,EU-WEST,Chevron,Energy,Strategic,ChatBot Plugin,29.68,7.0,0.0,11.5752,2020,12,31
Poland,Warsaw,EMEA,EU-WEST,Chevron,Energy,Strategic,Data Smasher,47.53,7.0,0.0,16.1602,2020,12,31
Australia,Sydney,APJ,ANZ,Allianz,Finance,SMB,Marketing Suite,183.372,2.0,0.3,-36.6744,2023,8,4
South Africa,Cape Town,EMEA,MEA,Prudential Financial,Finance,SMB,ChatBot Plugin,4.224,3.0,0.2,0.4752,2020,11,15
South Africa,Cape Town,EMEA,MEA,Prudential Financial,Finance,SMB,OneView,333.056,2.0,0.2,29.1424,2020,11,15
South Africa,Cape Town,EMEA,MEA,Prudential Financial,Finance,SMB,Support,24.896,4.0,0.2,7.78,2020,11,15
Japan,Tokyo,APJ,JAPN,Johnson & Johnson,Healthcare,SMB,Data Smasher,159.984,2.0,0.2,35.9964,2021,12,11
Japan,Tokyo,APJ,JAPN,Johnson & Johnson,Healthcare,SMB,Marketing Suite - Gold,46.344,3.0,0.2,4.6344,2021,12,11
Portugal,Lisboa,EMEA,EU-WEST,PepsiCo,Consumer Products,SMB,FinanceHub,350.98,1.0,0.0,84.2352,2022,9,19
Portugal,Lisboa,EMEA,EU-WEST,PepsiCo,Consumer Products,SMB,Support,13.08,2.0,0.0,6.0168,2022,9,19
Portugal,Lisboa,EMEA,EU-WEST,PepsiCo,Consumer Products,SMB,Marketing Suite - Gold,900.08,4.0,0.0,117.0104,2022,9,19
United States,Anaheim,AMER,NAMER,Abbott Laboratories,Healthcare,SMB,ContactMatcher,17.568,2.0,0.2,6.3684,2021,3,19
United States,Anaheim,AMER,NAMER,Abbott Laboratories,Healthcare,SMB,FinanceHub,14.62,2.0,0.0,6.8714,2021,3,19
United States,Anaheim,AMER,NAMER,Abbott Laboratories,Healthcare,SMB,Support,33.36,4.0,0.0,8.6736,2021,3,19
United States,Anaheim,AMER,NAMER,Abbott Laboratories,Healthcare,SMB,Support,40.14,6.0,0.0,19.6686,2021,3,19
Norway,Oslo,EMEA,NOR,Bank of America Corp.,Finance,Enterprise,Marketing Suite - Gold,1606.23,9.0,0.0,481.869,2022,9,20
Norway,Oslo,EMEA,NOR,Bank of America Corp.,Finance,Enterprise,Support,17.04,3.0,0.0,7.668,2022,9,20
Norway,Oslo,EMEA,NOR,Bank of America Corp.,Finance,Enterprise,ContactMatcher,49.53,3.0,0.0,23.7744,2022,9,20
Norway,Oslo,EMEA,NOR,Bank of America Corp.,Finance,Enterprise,FinanceHub,872.32,4.0,0.0,244.2496,2022,9,20
United States,Philadelphia,AMER,NAMER,Oracle,Tech,SMB,ContactMatcher,239.12,5.0,0.2,77.714,2023,8,21
Canada,Toronto,AMER,NAMER,Safeway,Retail,SMB,Marketing Suite,141.96,2.0,0.0,39.7488,2021,3,13
United States,Roswell,AMER,NAMER,BMW,Manufacturing,Enterprise,ContactMatcher,33.024,2.0,0.2,11.5584,2022,9,9
United States,Roswell,AMER,NAMER,BMW,Manufacturing,Enterprise,ContactMatcher,67.136,4.0,0.2,23.4976,2022,9,9
South Korea,Gwangju,APJ,APAC,News Corp.,Misc,Strategic,ContactMatcher,14.73,3.0,0.0,6.9231,2021,11,26
